All,Semua
"Checked rows: %1, checked entities: %2, invalid rows: %3, total errors: %4","Baris yang diperiksa: %1, entitas yang diperiksa: %2, baris tidak valid: %3, kesalahan total: %4"
"This file is empty. Please try another one.","Berkas ini kosong. Silahkan coba yang lain."
"Please fix errors and re-upload file or simply press ""Import"" button to skip rows with errors","Perbaiki kesalahan dan unggah ulang berkas atau cukup tekan tombol ""Impor"" untuk melewati baris dengan kesalahan"
"File is valid! To start import process press ""Import"" button","File valid! Untuk memulai proses impor tekan tombol ""Impor"""
"Show more","Tampilkan lebih banyak"
"Additional data","Data tambahan"
"in row(s):","di baris(s):"
"Created: %1, Updated: %2, Deleted: %3","Dibuat:%1, Diperbarui:%2, Dihapus:%3"
"Please enter a correct entity model.","Harap masukkan model entitas yang benar."
"The entity adapter object must be an instance of %1 or %2.","Objek adaptor entitas harus berupa contoh dari%1 atau%2."
"The input entity code is not equal to entity adapter code.","Kode entitas input tidak sama dengan kode adaptor entitas."
"Please enter a correct entity.","Harap masukkan entitas yang benar."
"The adapter object must be an instance of %1.","Objek adaptor harus berupa contoh dari%1."
"Please correct the file format.","Silahkan perbaiki format file."
"Begin export of %1","Mulai ekspor %1"
"There is no data for the export.","Tidak ada data untuk ekspor."
"Exported %1 rows.","Diekspor %1 baris."
"The export is finished.","Ekspor selesai."
"Please provide filter data.","Harap berikan data filter."
"Entity is unknown","Entitas tidak diketahui"
"Please correct the value for ""%1"" column.","Harap perbaiki nilai dari ""%1"" kolom."
"Please specify the writer.","Harap tentukan penulis."
"The header column names are already set.","Nama kolom header telah ditetapkan."
"in row(s)","di baris(s)"
"The validation is complete.","Validasi selesai."
"This file does not contain any data.","File ini tidak berisi data apapun."
"The import was successful.","Impor berhasil."
"The file you uploaded has no extension.","Berkas yang Anda upload tidak memiliki ekstensi."
"The source file moving process failed.","Proses pemindahan sumber file gagal."
"Begin data validation","Mulai validasi data"
"Import data validation is complete.","Impor validasi data selesai."
"The behavior token for %1 is invalid.","Token perilaku untuk %1 tidak valid."
"Please enter a correct entity model","Harap masukkan model entitas yang benar"
"Source file coping failed","Penyalinan sumber berkas gagal"
"The source is not set.","Sumber tidak diatur."
"The adapter type must be a non-empty string.","Jenis adaptor harus berupa string yang tidak kosong."
"Adapter must be an instance of \Magento\ImportExport\Model\Import\AbstractSource","Adaptor harus berupa contoh dari \Magento\ImportExport\Model\Import\AbstractSource"
"Please specify a source.","Harap tentukan sumber."
"Cannot get autoincrement value","Tidak bisa mendapatkan nilai autoincrement"
Add/Update,Tambah/Perbarui
Replace,Ganti
"Add/Update Complex Data","Tambahkan/Perbarui Data yang kompleks"
"Delete Entities","Menghapus entitas"
"URL key for specified store already exists.","Kunci URL untuk toko tertentu sudah ada."
"Entity Attributes","Atribut Entitas"
"Validation Results","Hasil Validasi"
"Start Date&Time","Tanggal & Waktu Mulai"
User,Pengguna
"Imported File","File yang Diimpor"
"Error File","File Gagal"
"Execution Time","Waktu eksekusi"
"Indexer Management","Manajemen Pengindeksan"
Ready,Siap
Processing,Memproses
"Index Management","Manajemen Indeks"
"Please select indexers.","Silahkan pilih pengindeks."
"One or more <a href=""%1"">indexers are invalid</a>. Make sure your <a href=""%2"" target=""_blank"">Magento cron job</a> is running.","Satu atau beberapa <a href=""%1"">pengindeks tidak valid</a>. Pastikan <a href=""%2"" target=""_blank"">tugas kiriman Magento</a> sedang berjalan."
"Field '%1' not found","Bidang '%1' tidak ditemukan"
"Some Exception Message","Beberapa Pesan Pengecualian"
"Test Phrase","Uji Frase"
"Change indexer mode","Ubah mode pengindeks"
"Shipping Method","Metode Pengiriman"
Integrations,Integrasi
"Add New Integration","Tambahkan Integrasi Baru"
"Save & Activate","Simpan & Aktivkan"
"New Integration","Integrasi baru"
"Edit Integration '%1'","Edit Integrasi '%1'"
"Integration Info","Integrasi Info"
"Callback URL","Panggil kembali URL"
"Enter URL where Oauth credentials can be sent when using Oauth for token exchange. We strongly recommend using https://.","Masukkan URL dimana Oauth mandat bisa dikirim menggunakan Oauth untuk pertukaran token. Kami sangat merekomendasikan menggunakan https://."
"Identity link URL","Identitas tautan URL"
"URL to redirect user to link their 3rd party account with this Magento integration credentials.","URL untuk menghubungkan kembali pengguna ketautan akun pihak ketiga mereka dengan mandat Magento integrasi ini."
"Integration Details","Detail integrasi"
"Integration Tokens for Extensions","Token Integrasi untuk Ekstensi"
"Consumer Key","Kunci Konsumen"
"Consumer Secret","Rahasia konsumen"
"Access Token","Akses Token"
"Access Token Secret","Rahasia Akses Token"
"Uninstall the extension to remove this integration","Instal ulang ekstensi untuk menghapus integrasi ini"
Activate,Aktif
Reauthorize,"Memberi autorisasi kembali"
"Integration not secure","Integrasi tidak aman"
"Uninstall the extension to remove integration '%1'.","Instal ulang ekstensi untuk menghapus integrasi '%1'."
"This integration no longer exists.","Integrasi ini sudah tidak ada lagi."
"The integration '%1' has been deleted.","Integrasi '%1' telah terhapus."
"Integration ID is not specified or is invalid.","ID Integrasi belum ditentukan atau tidak benar."
"Internal error. Check exception log for details.","Kesalahan internal. Periksa catatan pengecualian untuk lebih detail."
"View ""%1"" Integration","Tampilan ''%1'' Integrasi"
"Edit ""%1"" Integration","Edit ''%1'' Integrasi"
"Warning! Integrations not using HTTPS are insecure and potentially expose private or personally identifiable information","Peringatan! Integrasi tidak menggunakan HTTPS tidak aman dan berpotensi membuka kerahasiaan atau informasi yang dapat diidentifikasi sendiri"
"The integration was not saved.","Integrasi tidak tersimpan."
"The integration '%1' has been re-authorized.","Integrasi '%1' telah di autorisasi kembali."
"The integration '%1' has been activated.","Integrasi '%1' telah diaktifkan."
"Integration '%1' has been sent for re-authorization.","Integrasi '%1' telah dikirim untuk peng-autorisasian kembali."
"Integration '%1' has been sent for activation.","Integrasi '%1' telah terkirim untuk peng-aktifan."
"Something went wrong while deleting roles and permissions. You can find out more in the exceptions log.","Ada yang salah saat menghapus tugas dan izin. Anda bisa mengetahui lebih lanjut dalam catatan pengecualian."
"This customer has no tokens.","Pelanggan ini tidak memiliki token."
"One or more <a href=""%1"">integrations</a> have been reset because of a change to their xml configs.","Satu atau lebih <a href=""%1"">integrasi</a> telah di atur ulang karena perubahan pada xml configs mereka."
"Invalid Callback URL","Panggilan kembali URL tidak benar"
"Invalid Rejected Callback URL","Penolakan pemanggilan kembali URL tidak benar"
"Incorrect timestamp value in the oauth_timestamp parameter","Nilai timestamp yang tidak benar di oauth_timestamp parameter"
"The nonce is already being used by the consumer with ID %1","Nonce sudah dipergunkan oleh pelanggan dengan ID %1"
"An error occurred validating the nonce","Kesalahan terjadi saat memvalidasi nonce"
"Cannot convert to access token due to token is not request type","Tidak bisa mengubah untuk mengakses token karena token bukan jenis yang diminta"
"Consumer key has expired","Kunci konsumen telah kedaluwarsa"
"Cannot create request token because consumer token is not a verifier token","Tidak dapat membuat permintaan token karena konsumen token tidak verifier token"
"Request token is not associated with the specified consumer","Request token tidak terkait dengan konsumen yang ditentukan"
"Token is already being used","Token sudah digunakan"
"Cannot get access token because consumer token is not a request token","Tidak bisa mendapatkan akses token karena konsumen token bukan permintaan token"
"Token is not associated with the specified consumer","Token ini tidak berhubungan dengan konsumen yang ditentukan"
"Token is not an access token","Token ini tidak akses token"
"Access token has been revoked","Akses token telah dicabut"
"Consumer key is not the correct length","Kunci konsumen adalah tidak benar panjang"
"A consumer having the specified key does not exist","Konsumen yang memiliki kunci tertentu tidak ada"
"Verifier is invalid","Verifier ini tidak valid"
"Verifier is not the correct length","Verifier ini tidak benar panjang"
"Token verifier and verifier token do not match","Token verifier dan verifier token tidak sesuai"
"A consumer with the ID %1 does not exist","Konsumen dengan ID %1 tidak ada"
"Specified token does not exist","Ditentukan token tidak ada"
"A token with consumer ID %1 does not exist","Token dengan konsumen ID %1 tidak ada"
"Invalid token to except","Tanda tidak valid kecuali"
"A token with consumer ID 0 does not exist","Token dengan konsumen ID 0 tidak ada"
"The integration you selected asks you to approve access to the following:","Integrasi yang anda pilih akan meminta anda untuk menyetujui akses ke berikut:"
"No permissions requested","Tidak ada izin yang diminta"
"Are you sure you want to delete this integration? You can't undo this action.","Apakah anda yakin anda ingin menghapus integrasi ini? Anda tidak dapat membatalkan tindakan ini."
"Please setup or sign in into your 3rd party account to complete setup of this integration.","Silakan pengaturan atau masuk ke situs pihak ke-3 akun untuk menyelesaikan setup dari integrasi ini."
"Available APIs","Tersedia Api"
"Resource Access","Akses Sumber"
Resources,"Sumber daya"
"Sorry, something went wrong. Please try again later.","Maaf, sesuatu yang tidak beres. Harap coba lagi nanti."
"Popup Blocker is enabled! Please add this site to your exception list.","Popup Blocker diaktifkan! Silakan tambahkan situs ini ke daftar pengecualian."
Extensions,Ekstensi
"Access Token Expiration","Token Akses Tanggal Kedaluwarsa"
"Customer Token Lifetime (hours)","Pelanggan Token Lifetime (jam)"
"Admin Token Lifetime (hours)","Admin Token Lifetime (jam)"
"Cleanup Settings","Pengaturan Pembersihan"
"Cleanup Probability","Pembersihan Probabilitas"
"Expiration Period","Masa Kadaluarsa"
"Consumer Settings","Konsumen Setelan"
"OAuth consumer credentials HTTP Post maxredirects","Konsumen OAuth kredensial HTTP Post maxredirects"
"OAuth consumer credentials HTTP Post timeout","Konsumen OAuth kredensial HTTP Post timeout"
"Authentication Locks","Otentikasi Kunci"
"Maximum Login Failures to Lock Out Account","Login Maksimum Gagal untuk Mengunci Rekening"
"Lockout Time (seconds)","Waktu mengunci (detik)"
"Integrations Configuration","Konfigurasi Integrasi"
"Integration configuration file","Berkas Konfigurasi Integrasi"
"Integrations API Configuration","Konfigurasi Integrasi API"
"Integrations API configuration file","Konfigurasi Integrasi berkas API"
Invitations,Undangan
"Add Invitations","Tambah Undangan"
"New Invitations","Undangan Baru"
"Invitations Information","Informasi Undangan"
"Enter Each Email on New Line","Masukkan Setiap Email pada Baris Baru"
"Invitee Group","Grup yang diundang"
"View Invitation for %1 (ID: %2)","Lihat Undangan untuk %1 (ID: %2)"
"Discard Invitation","Membuang Undangan"
"Are you sure you want to discard this invitation?","Apakah anda yakin mau membuang undangan ini?"
"Save Invitation","Simpan Undangan"
"Send Invitation","Kirim Undangan"
"Default from System Configuration","Default dari Konfigurasi Sistem"
"Status History","Status Riwayat"
"Order Conversion Rate","Meminta nilai konversi"
"Please select invitations.","Tolong pilih undangan."
"We discarded %1 of %2 invitations.","Kami membuang %1 dari %2 undangan."
"We skipped %1 of the selected invitations.","Kami melewatkan %1 dari undangan yang sudah terpilih."
"Something went wrong while sending invitations.","Ada yang salah saat mengirim undangan."
"No invitations have been resent.","Tidak ada undangan yang telah dikirim kembali."
"You sent %1 of %2 invitation(s).","Anda mengirim %1 of %2 Undangan(s)."
"Something went wrong while sending %1 invitations.","Ada yang salah saat mengirim %1 undangan."
"We discarded %1 invitation(s) addressed to current customers.","Kami membuang %1 undangan yang dialamatkan untuk pelanggan sekarang."
"Please specify at least one email address.","Tolong tentukan minimal satu alamat email."
"We sent %1 invitation(s).","Kami mengirim %1 undangan(s)."
"Something went wrong while sending %1 of %2 invitations.","Ada kesalahan saat mengirim %1 of %2 undangan."
"%1 invitation(s) were not sent, because customer accounts already exist for these email addresses.","%1 undangan(s) tidak terkirim, karena rekening pelanggan sudah ada untuk alamat email tersebut."
"The invitation has been saved.","Undangan sudah tersimpan."
"Invitation Report by Customers","Laporan Undangan dari Pelanggan"
"Invited Customers Report","Laporan Pelanggan yang Diundang"
"General Report","Laporaan Umum"
"Invitations Report","Laporan Undangan"
"Invitation Report by Order Conversion Rate","Laporan Undangan dari Pesanan Nilai Konversi"
"Conversion Rate Report","Laporan Nilai Konversi"
"The wrong customer account is specified.","Rekening pelangan yang salah sudah ditentukan."
"Please enter a correct confirmation key.","Tolong masukkan kunci konfirmasi yang benar."
"Your invitation is not valid. Please create an account.","Undangan anda tidak benar. Tolong buat rekening."
"Your invitation is not valid. Please contact us at %1.","Undangan anda tidak benar. Tolong hubungi kami di %1."
"My Invitations","Undangan Saya"
"You sent the invitation for %1.","Anda mengirim undangan untuk %1."
"Something went wrong while sending an email to %1.","Sesuatu yang tidak beres saat mengirim email ke %1."
"We did not send %1 invitation(s) addressed to current customers.","Kami tidak mengirim %1 undangan(s) yang ditujukan untuk pelanggan saat ini."
"Send Invitations","Mengirim Undangan"
"Max Invitations Allowed to be Sent at One Time","Max Undangan Diperbolehkan untuk Dikirim pada Satu Waktu"
